Agents;Taux;Date;flux_stock;pp_pm
AFB;100;2026-03-17 06:54:00.7185750 +00:00;S;P
AOA;84;2026-03-17 06:54:00.7185750 +00:00;S;P
BFV;100;2026-03-17 06:54:00.7185750 +00:00;S;P
BVY;50;2026-03-17 06:54:00.7185750 +00:00;S;P
TE;68;2026-03-17 06:54:00.7185750 +00:00;S;P
WK;61;2026-03-17 06:54:00.7185750 +00:00;S;P
[0;66;2026-03-17 06:54:00.7185750 +00:00;S;P
]C;100;2026-03-17 06:54:00.7185750 +00:00;S;P
{Y;76;2026-03-17 06:54:00.7185750 +00:00;S;P
-8;100;2026-03-17 06:54:00.7185750 +00:00;S;P
-8;93;2026-03-17 06:54:00.7185750 +00:00;S;P
BGC;50;2026-03-17 06:54:00.7185750 +00:00;S;P
BSB;0;2026-03-17 06:54:00.7185750 +00:00;S;P
JP;100;2026-03-17 06:54:00.7185750 +00:00;S;P
MQ;60;2026-03-17 06:54:00.7185750 +00:00;S;P
S3;100;2026-03-17 06:54:00.7185750 +00:00;S;P
ALU;75;2026-03-17 06:54:00.7185750 +00:00;S;P
ASN;0;2026-03-17 06:54:00.7185750 +00:00;S;P
BTQ;33;2026-03-17 06:54:00.7185750 +00:00;S;P
DIR_AGENCE_4200;74;2026-03-17 06:54:00.7185750 +00:00;S;P
88;75;2026-03-17 06:54:00.7185750 +00:00;S;P
BE;0;2026-03-17 06:54:00.7185750 +00:00;S;P
DDR;0;2026-03-17 06:54:00.7185750 +00:00;S;P
LH;100;2026-03-17 06:54:00.7185750 +00:00;S;P
]9;33;2026-03-17 06:54:00.7185750 +00:00;S;P
]I;0;2026-03-17 06:54:00.7185750 +00:00;S;P
]O;100;2026-03-17 06:54:00.7185750 +00:00;S;P
]R;100;2026-03-17 06:54:00.7185750 +00:00;S;P
CE;66;2026-03-17 06:54:00.7185750 +00:00;S;P
KZ;0;2026-03-17 06:54:00.7185750 +00:00;S;P
UH;100;2026-03-17 06:54:00.7185750 +00:00;S;P
2X;100;2026-03-17 06:54:00.7185750 +00:00;S;P
87;66;2026-03-17 06:54:00.7185750 +00:00;S;P
BZX;0;2026-03-17 06:54:00.7185750 +00:00;S;P
COU;0;2026-03-17 06:54:00.7185750 +00:00;S;P
CQN;90;2026-03-17 06:54:00.7185750 +00:00;S;P
IL;100;2026-03-17 06:54:00.7185750 +00:00;S;P
I];85;2026-03-17 06:54:00.7185750 +00:00;S;P
I{;79;2026-03-17 06:54:00.7185750 +00:00;S;P
I};75;2026-03-17 06:54:00.7185750 +00:00;S;P
X};100;2026-03-17 06:54:00.7185750 +00:00;S;P
-C;71;2026-03-17 06:54:00.7185750 +00:00;S;P
4{;100;2026-03-17 06:54:00.7185750 +00:00;S;P
5(;100;2026-03-17 06:54:00.7185750 +00:00;S;P
5[;100;2026-03-17 06:54:00.7185750 +00:00;S;P
5};65;2026-03-17 06:54:00.7185750 +00:00;S;P
9{;71;2026-03-17 06:54:00.7185750 +00:00;S;P
ARS;93;2026-03-17 06:54:00.7185750 +00:00;S;P
G-;66;2026-03-17 06:54:00.7185750 +00:00;S;P
DIR_AGENCE_4600;100;2026-03-17 06:54:00.7185750 +00:00;S;P
[A;100;2026-03-17 06:54:00.7185750 +00:00;S;P
{5;85;2026-03-17 06:54:00.7185750 +00:00;S;P
}U;83;2026-03-17 06:54:00.7185750 +00:00;S;P
KK;100;2026-03-17 06:54:00.7185750 +00:00;S;P
ME;100;2026-03-17 06:54:00.7185750 +00:00;S;P
WN;68;2026-03-17 06:54:00.7185750 +00:00;S;P
ATS;50;2026-03-17 06:54:00.7185750 +00:00;S;P
CG;0;2026-03-17 06:54:00.7185750 +00:00;S;P
1X;83;2026-03-17 06:54:00.7185750 +00:00;S;P
AHJ;100;2026-03-17 06:54:00.7185750 +00:00;S;P
R8;69;2026-03-17 06:54:00.7185750 +00:00;S;P
WX;75;2026-03-17 06:54:00.7185750 +00:00;S;P
76;0;2026-03-17 06:54:00.7185750 +00:00;S;P
BVV;66;2026-03-17 06:54:00.7185750 +00:00;S;P
BW;100;2026-03-17 06:54:00.7185750 +00:00;S;P
3Y;100;2026-03-17 06:54:00.7185750 +00:00;S;P
BSW;85;2026-03-17 06:54:00.8026250 +00:00;S;P
CTV;100;2026-03-17 06:54:00.8026250 +00:00;S;P
DF;2;2026-03-17 06:54:00.8026250 +00:00;S;P
MZ;0;2026-03-17 06:54:00.8026250 +00:00;S;P
QF;100;2026-03-17 06:54:00.8026250 +00:00;S;P
W8;92;2026-03-17 06:54:00.8026250 +00:00;S;P
Y9;86;2026-03-17 06:54:00.8026250 +00:00;S;P
YK;50;2026-03-17 06:54:00.8026250 +00:00;S;P
]M;85;2026-03-17 06:54:00.8026250 +00:00;S;P
{L;100;2026-03-17 06:54:00.8026250 +00:00;S;P
}0;66;2026-03-17 06:54:00.8026250 +00:00;S;P
}7;100;2026-03-17 06:54:00.8026250 +00:00;S;P
}M;67;2026-03-17 06:54:00.8026250 +00:00;S;P
3;60;2026-03-17 06:54:00.8026250 +00:00;S;P
AMN;75;2026-03-17 06:54:00.8026250 +00:00;S;P
AVK;50;2026-03-17 06:54:00.8026250 +00:00;S;P
BCT;66;2026-03-17 06:54:00.8026250 +00:00;S;P
HS;0;2026-03-17 06:54:00.8026250 +00:00;S;P
YG;66;2026-03-17 06:54:00.8026250 +00:00;S;P
2Y;7;2026-03-17 06:54:00.8026250 +00:00;S;P
6{;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BJO;75;2026-03-17 06:54:00.8026250 +00:00;S;P
BYJ;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CQ;50;2026-03-17 06:54:00.8026250 +00:00;S;P
JH;76;2026-03-17 06:54:00.8026250 +00:00;S;P
WT;76;2026-03-17 06:54:00.8026250 +00:00;S;P
]Z;50;2026-03-17 06:54:00.8026250 +00:00;S;P
ALE;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BSF;69;2026-03-17 06:54:00.8026250 +00:00;S;P
BWL;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CEJ;100;2026-03-17 06:54:00.8026250 +00:00;S;P
OI;76;2026-03-17 06:54:00.8026250 +00:00;S;P
SY;100;2026-03-17 06:54:00.8026250 +00:00;S;P
9H;100;2026-03-17 06:54:00.8026250 +00:00;S;P
AMI;0;2026-03-17 06:54:00.8026250 +00:00;S;P
BCM;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BLM;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CFN;0;2026-03-17 06:54:00.8026250 +00:00;S;P
CPB;100;2026-03-17 06:54:00.8026250 +00:00;S;P
GA;0;2026-03-17 06:54:00.8026250 +00:00;S;P
P};68;2026-03-17 06:54:00.8026250 +00:00;S;P
XY;100;2026-03-17 06:54:00.8026250 +00:00;S;P
-5;66;2026-03-17 06:54:00.8026250 +00:00;S;P
S-;100;2026-03-17 06:54:00.8026250 +00:00;S;P
0C;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BCW;50;2026-03-17 06:54:00.8026250 +00:00;S;P
CQD;100;2026-03-17 06:54:00.8026250 +00:00;S;P
EAS;100;2026-03-17 06:54:00.8026250 +00:00;S;P
OX;90;2026-03-17 06:54:00.8026250 +00:00;S;P
]7;100;2026-03-17 06:54:00.8026250 +00:00;S;P
64;100;2026-03-17 06:54:00.8026250 +00:00;S;P
AGU;33;2026-03-17 06:54:00.8026250 +00:00;S;P
BOF;100;2026-03-17 06:54:00.8026250 +00:00;S;P
G4;60;2026-03-17 06:54:00.8026250 +00:00;S;P
M4;60;2026-03-17 06:54:00.8026250 +00:00;S;P
17A;100;2026-03-17 06:54:00.8026250 +00:00;S;P
ASV;50;2026-03-17 06:54:00.8026250 +00:00;S;P
CBK;0;2026-03-17 06:54:00.8026250 +00:00;S;P
CEL;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CJI;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CZB;0;2026-03-17 06:54:00.8026250 +00:00;S;P
TD;50;2026-03-17 06:54:00.8026250 +00:00;S;P
{N;95;2026-03-17 06:54:00.8026250 +00:00;S;P
BJJ;100;2026-03-17 06:54:00.8026250 +00:00;S;P
{Q;90;2026-03-17 06:54:00.8026250 +00:00;S;P
}Q;100;2026-03-17 06:54:00.8026250 +00:00;S;P
6];92;2026-03-17 06:54:00.8026250 +00:00;S;P
-7;54;2026-03-17 06:54:00.8026250 +00:00;S;P
ALR;100;2026-03-17 06:54:00.8026250 +00:00;S;P
ANV;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BY;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CFL;100;2026-03-17 06:54:00.8026250 +00:00;S;P
EAU;100;2026-03-17 06:54:00.8026250 +00:00;S;P
W9;100;2026-03-17 06:54:00.8026250 +00:00;S;P
WE;33;2026-03-17 06:54:00.8026250 +00:00;S;P
WF;100;2026-03-17 06:54:00.8026250 +00:00;S;P
WQ;66;2026-03-17 06:54:00.8026250 +00:00;S;P
WW;81;2026-03-17 06:54:00.8026250 +00:00;S;P
XK;100;2026-03-17 06:54:00.8026250 +00:00;S;P
0;100;2026-03-17 06:54:00.8026250 +00:00;S;P
E9;50;2026-03-17 06:54:00.8026250 +00:00;S;P
]Y;100;2026-03-17 06:54:00.8026250 +00:00;S;P
{A;75;2026-03-17 06:54:00.8026250 +00:00;S;P
}N;100;2026-03-17 06:54:00.8026250 +00:00;S;P
SB;100;2026-03-17 06:54:00.8026250 +00:00;S;P
8[;0;2026-03-17 06:54:00.8026250 +00:00;S;P
8];83;2026-03-17 06:54:00.8026250 +00:00;S;P
ASR;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BVO;100;2026-03-17 06:54:00.8026250 +00:00;S;P
DMA;100;2026-03-17 06:54:00.8026250 +00:00;S;P
K8;100;2026-03-17 06:54:00.8026250 +00:00;S;P
TU;100;2026-03-17 06:54:00.8026250 +00:00;S;P
XA;57;2026-03-17 06:54:00.8026250 +00:00;S;P
[I;100;2026-03-17 06:54:00.8026250 +00:00;S;P
[K;100;2026-03-17 06:54:00.8026250 +00:00;S;P
{8;85;2026-03-17 06:54:00.8026250 +00:00;S;P
}8;100;2026-03-17 06:54:00.8026250 +00:00;S;P
69;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BQN;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BUE;100;2026-03-17 06:54:00.8026250 +00:00;S;P
GJ;100;2026-03-17 06:54:00.8026250 +00:00;S;P
RE;100;2026-03-17 06:54:00.8026250 +00:00;S;P
RF;0;2026-03-17 06:54:00.8026250 +00:00;S;P
X-;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BBA;50;2026-03-17 06:54:00.8026250 +00:00;S;P
BJK;50;2026-03-17 06:54:00.8026250 +00:00;S;P
CMQ;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CVI;79;2026-03-17 06:54:00.8026250 +00:00;S;P
G{;80;2026-03-17 06:54:00.8026250 +00:00;S;P
H5A;100;2026-03-17 06:54:00.8026250 +00:00;S;P
K3;100;2026-03-17 06:54:00.8026250 +00:00;S;P
B{;0;2026-03-17 06:54:00.8026250 +00:00;S;P
DK;50;2026-03-17 06:54:00.8026250 +00:00;S;P
TO;0;2026-03-17 06:54:00.8026250 +00:00;S;P
XD;0;2026-03-17 06:54:00.8026250 +00:00;S;P
[W;100;2026-03-17 06:54:00.8026250 +00:00;S;P
9];50;2026-03-17 06:54:00.8026250 +00:00;S;P
AN;100;2026-03-17 06:54:00.8026250 +00:00;S;P
ASS;50;2026-03-17 06:54:00.8026250 +00:00;S;P
AZN;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BJM;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BMP;100;2026-03-17 06:54:00.8026250 +00:00;S;P
BNO;50;2026-03-17 06:54:00.8026250 +00:00;S;P
COD;100;2026-03-17 06:54:00.8026250 +00:00;S;P
CQB;33;2026-03-17 06:54:00.8026250 +00:00;S;P
CRG;100;2026-03-17 06:54:00.8026250 +00:00;S;P
DDF;100;2026-03-17 06:54:00.8026250 +00:00;S;P
[J;75;2026-03-17 06:54:00.8026250 +00:00;S;P
BCC;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BUD;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CVW;100;2026-03-17 06:54:00.9091760 +00:00;S;P
DDB;100;2026-03-17 06:54:00.9091760 +00:00;S;P
HZ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
I4;100;2026-03-17 06:54:00.9091760 +00:00;S;P
{I;100;2026-03-17 06:54:00.9091760 +00:00;S;P
3P;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CGD;100;2026-03-17 06:54:00.9091760 +00:00;S;P
70;50;2026-03-17 06:54:00.9091760 +00:00;S;P
EBG;100;2026-03-17 06:54:00.9091760 +00:00;S;P
]U;0;2026-03-17 06:54:00.9091760 +00:00;S;P
{M;66;2026-03-17 06:54:00.9091760 +00:00;S;P
{U;100;2026-03-17 06:54:00.9091760 +00:00;S;P
5H;100;2026-03-17 06:54:00.9091760 +00:00;S;P
A{;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BVT;0;2026-03-17 06:54:00.9091760 +00:00;S;P
CDC;0;2026-03-17 06:54:00.9091760 +00:00;S;P
DCY;50;2026-03-17 06:54:00.9091760 +00:00;S;P
HJ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
[N;100;2026-03-17 06:54:00.9091760 +00:00;S;P
]V;50;2026-03-17 06:54:00.9091760 +00:00;S;P
JR;100;2026-03-17 06:54:00.9091760 +00:00;S;P
68;50;2026-03-17 06:54:00.9091760 +00:00;S;P
6P;88;2026-03-17 06:54:00.9091760 +00:00;S;P
6[;50;2026-03-17 06:54:00.9091760 +00:00;S;P
79;75;2026-03-17 06:54:00.9091760 +00:00;S;P
A0;77;2026-03-17 06:54:00.9091760 +00:00;S;P
AGE;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CJ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
LP;0;2026-03-17 06:54:00.9091760 +00:00;S;P
U0;100;2026-03-17 06:54:00.9091760 +00:00;S;P
XL;100;2026-03-17 06:54:00.9091760 +00:00;S;P
2P;100;2026-03-17 06:54:00.9091760 +00:00;S;P
LR;100;2026-03-17 06:54:00.9091760 +00:00;S;P
[F;100;2026-03-17 06:54:00.9091760 +00:00;S;P
84;100;2026-03-17 06:54:00.9091760 +00:00;S;P
DCT;50;2026-03-17 06:54:00.9091760 +00:00;S;P
6J;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BTW;100;2026-03-17 06:54:00.9091760 +00:00;S;P
H6;33;2026-03-17 06:54:00.9091760 +00:00;S;P
RG;87;2026-03-17 06:54:00.9091760 +00:00;S;P
B2;62;2026-03-17 06:54:00.9091760 +00:00;S;P
CBY;0;2026-03-17 06:54:00.9091760 +00:00;S;P
MO;100;2026-03-17 06:54:00.9091760 +00:00;S;P
RI;50;2026-03-17 06:54:00.9091760 +00:00;S;P
TC;75;2026-03-17 06:54:00.9091760 +00:00;S;P
YA;66;2026-03-17 06:54:00.9091760 +00:00;S;P
5];76;2026-03-17 06:54:00.9091760 +00:00;S;P
COX;0;2026-03-17 06:54:00.9091760 +00:00;S;P
XI;100;2026-03-17 06:54:00.9091760 +00:00;S;P
Z};73;2026-03-17 06:54:00.9091760 +00:00;S;P
[Z;80;2026-03-17 06:54:00.9091760 +00:00;S;P
{Z;100;2026-03-17 06:54:00.9091760 +00:00;S;P
8;100;2026-03-17 06:54:00.9091760 +00:00;S;P
8O;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CQQ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
ARX;33;2026-03-17 06:54:00.9091760 +00:00;S;P
CES;0;2026-03-17 06:54:00.9091760 +00:00;S;P
CQH;100;2026-03-17 06:54:00.9091760 +00:00;S;P
{X;66;2026-03-17 06:54:00.9091760 +00:00;S;P
CGQ;0;2026-03-17 06:54:00.9091760 +00:00;S;P
JT;66;2026-03-17 06:54:00.9091760 +00:00;S;P
1[;50;2026-03-17 06:54:00.9091760 +00:00;S;P
2[;100;2026-03-17 06:54:00.9091760 +00:00;S;P
52;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BKU;66;2026-03-17 06:54:00.9091760 +00:00;S;P
BMT;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CWW;100;2026-03-17 06:54:00.9091760 +00:00;S;P
I5;100;2026-03-17 06:54:00.9091760 +00:00;S;P
O[;0;2026-03-17 06:54:00.9091760 +00:00;S;P
SD;50;2026-03-17 06:54:00.9091760 +00:00;S;P
T8;63;2026-03-17 06:54:00.9091760 +00:00;S;P
V7;100;2026-03-17 06:54:00.9091760 +00:00;S;P
]2;50;2026-03-17 06:54:00.9091760 +00:00;S;P
50;100;2026-03-17 06:54:00.9091760 +00:00;S;P
A[;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BLZ;0;2026-03-17 06:54:00.9091760 +00:00;S;P
CWQ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
G3;100;2026-03-17 06:54:00.9091760 +00:00;S;P
[O;78;2026-03-17 06:54:00.9091760 +00:00;S;P
]0;100;2026-03-17 06:54:00.9091760 +00:00;S;P
73;83;2026-03-17 06:54:00.9091760 +00:00;S;P
AKA;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CFJ;0;2026-03-17 06:54:00.9091760 +00:00;S;P
}5;33;2026-03-17 06:54:00.9091760 +00:00;S;P
4K;100;2026-03-17 06:54:00.9091760 +00:00;S;P
4];100;2026-03-17 06:54:00.9091760 +00:00;S;P
A8;100;2026-03-17 06:54:00.9091760 +00:00;S;P
1A;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AEE;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AI;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AP;100;2026-03-17 06:54:00.9091760 +00:00;S;P
XW;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BVE;0;2026-03-17 06:54:00.9091760 +00:00;S;P
COQ;77;2026-03-17 06:54:00.9091760 +00:00;S;P
D0;87;2026-03-17 06:54:00.9091760 +00:00;S;P
78;100;2026-03-17 06:54:00.9091760 +00:00;S;P
ARP;93;2026-03-17 06:54:00.9091760 +00:00;S;P
O-;100;2026-03-17 06:54:00.9091760 +00:00;S;P
Z1;100;2026-03-17 06:54:00.9091760 +00:00;S;P
{G;0;2026-03-17 06:54:00.9091760 +00:00;S;P
DIX;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AM;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AMG;100;2026-03-17 06:54:00.9091760 +00:00;S;P
ARL;40;2026-03-17 06:54:00.9091760 +00:00;S;P
YF;40;2026-03-17 06:54:00.9091760 +00:00;S;P
YP;0;2026-03-17 06:54:00.9091760 +00:00;S;P
JN;66;2026-03-17 06:54:00.9091760 +00:00;S;P
M];50;2026-03-17 06:54:00.9091760 +00:00;S;P
89;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BBC;50;2026-03-17 06:54:00.9091760 +00:00;S;P
BSC;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BSZ;66;2026-03-17 06:54:00.9091760 +00:00;S;P
H1;50;2026-03-17 06:54:00.9091760 +00:00;S;P
S};100;2026-03-17 06:54:00.9091760 +00:00;S;P
BGS;66;2026-03-17 06:54:00.9091760 +00:00;S;P
BQG;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BS;100;2026-03-17 06:54:00.9091760 +00:00;S;P
BSD;0;2026-03-17 06:54:00.9091760 +00:00;S;P
BSS;100;2026-03-17 06:54:00.9091760 +00:00;S;P
V};100;2026-03-17 06:54:00.9091760 +00:00;S;P
YV;100;2026-03-17 06:54:00.9091760 +00:00;S;P
AAD;0;2026-03-17 06:54:00.9091760 +00:00;S;P
BMB;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CFQ;100;2026-03-17 06:54:00.9091760 +00:00;S;P
CGR;83;2026-03-17 06:54:00.9091760 +00:00;S;P
F5;100;2026-03-17 06:54:00.9091760 +00:00;S;P
[T;100;2026-03-17 06:54:00.9902630 +00:00;S;P
1B;66;2026-03-17 06:54:00.9902630 +00:00;S;P
BWD;33;2026-03-17 06:54:00.9902630 +00:00;S;P
EH;100;2026-03-17 06:54:00.9902630 +00:00;S;P
FP;50;2026-03-17 06:54:00.9902630 +00:00;S;P
ADD;0;2026-03-17 06:54:00.9902630 +00:00;S;P
BBO;0;2026-03-17 06:54:00.9902630 +00:00;S;P
F};100;2026-03-17 06:54:00.9902630 +00:00;S;P
MJ;0;2026-03-17 06:54:00.9902630 +00:00;S;P
[B;100;2026-03-17 06:54:00.9902630 +00:00;S;P
AGP;50;2026-03-17 06:54:00.9902630 +00:00;S;P
BWR;50;2026-03-17 06:54:00.9902630 +00:00;S;P
L{;100;2026-03-17 06:54:00.9902630 +00:00;S;P
V[;100;2026-03-17 06:54:00.9902630 +00:00;S;P
ANU;33;2026-03-17 06:54:00.9902630 +00:00;S;P
B-;89;2026-03-17 06:54:00.9902630 +00:00;S;P
BKQ;100;2026-03-17 06:54:00.9902630 +00:00;S;P
DCZ;0;2026-03-17 06:54:00.9902630 +00:00;S;P
Q9;100;2026-03-17 06:54:00.9902630 +00:00;S;P
F8;9;2026-03-17 06:54:00.9902630 +00:00;S;P
ZP;0;2026-03-17 06:54:00.9902630 +00:00;S;P
CIP;0;2026-03-17 06:54:00.9902630 +00:00;S;P
BWQ;3;2026-03-17 06:54:00.9902630 +00:00;S;P
0E;50;2026-03-17 06:54:00.9902630 +00:00;S;P
DIR_AGENCE_9999;0;2026-03-17 06:54:00.9902630 +00:00;S;P
4V;0;2026-03-17 06:54:00.9902630 +00:00;S;M
AA;0;2026-03-17 06:54:00.9902630 +00:00;S;M
QT;66;2026-03-17 06:54:00.9902630 +00:00;S;M
[4;37;2026-03-17 06:54:00.9902630 +00:00;S;M
AO;0;2026-03-17 06:54:00.9902630 +00:00;S;M
AUD;6;2026-03-17 06:54:00.9902630 +00:00;S;M
H7;25;2026-03-17 06:54:00.9902630 +00:00;S;M
HY;6;2026-03-17 06:54:00.9902630 +00:00;S;M
P[;14;2026-03-17 06:54:00.9902630 +00:00;S;M
NI;49;2026-03-17 06:54:00.9902630 +00:00;S;M
0K;57;2026-03-17 06:54:00.9902630 +00:00;S;M
BO;0;2026-03-17 06:54:00.9902630 +00:00;S;M
27;80;2026-03-17 06:54:00.9902630 +00:00;S;M
BU;100;2026-03-17 06:54:00.9902630 +00:00;S;M
UE;0;2026-03-17 06:54:00.9902630 +00:00;S;M
IX;62;2026-03-17 06:54:00.9902630 +00:00;S;M
[9;10;2026-03-17 06:54:00.9902630 +00:00;S;M
}9;100;2026-03-17 06:54:00.9902630 +00:00;S;M
57;28;2026-03-17 06:54:00.9902630 +00:00;S;M
CK;13;2026-03-17 06:54:00.9902630 +00:00;S;M
O};19;2026-03-17 06:54:00.9902630 +00:00;S;M
1W;0;2026-03-17 06:54:00.9902630 +00:00;S;M
BDB;19;2026-03-17 06:54:00.9902630 +00:00;S;M
JK;16;2026-03-17 06:54:00.9902630 +00:00;S;M
AQ;30;2026-03-17 06:54:00.9902630 +00:00;S;M
CF;33;2026-03-17 06:54:00.9902630 +00:00;S;M
CFP;100;2026-03-17 06:54:00.9902630 +00:00;S;M
CT;11;2026-03-17 06:54:00.9902630 +00:00;S;M
0L;8;2026-03-17 06:54:00.9902630 +00:00;S;M
2G;4;2026-03-17 06:54:00.9902630 +00:00;S;M
-5;10;2026-03-17 06:54:00.9902630 +00:00;S;M
6D;0;2026-03-17 06:54:00.9902630 +00:00;S;M
HF;25;2026-03-17 06:54:00.9902630 +00:00;S;M
JY;94;2026-03-17 06:54:00.9902630 +00:00;S;M
LJ;0;2026-03-17 06:54:00.9902630 +00:00;S;M
PE;0;2026-03-17 06:54:00.9902630 +00:00;S;M
SS;47;2026-03-17 06:54:00.9902630 +00:00;S;M
XQ;14;2026-03-17 06:54:00.9902630 +00:00;S;M
}F;12;2026-03-17 06:54:00.9902630 +00:00;S;M
-6;0;2026-03-17 06:54:00.9902630 +00:00;S;M
BBM;0;2026-03-17 06:54:00.9902630 +00:00;S;M
HA;0;2026-03-17 06:54:00.9902630 +00:00;S;M
7W;32;2026-03-17 06:54:00.9902630 +00:00;S;M
43;0;2026-03-17 06:54:00.9902630 +00:00;S;M
B-;59;2026-03-17 06:54:00.9902630 +00:00;S;M
LL;0;2026-03-17 06:54:00.9902630 +00:00;S;M
M[;21;2026-03-17 06:54:00.9902630 +00:00;S;M
}L;13;2026-03-17 06:54:00.9902630 +00:00;S;M
J4;8;2026-03-17 06:54:00.9902630 +00:00;S;M
1;16;2026-03-17 06:54:00.9902630 +00:00;S;M
82;42;2026-03-17 06:54:00.9902630 +00:00;S;M
CPC;100;2026-03-17 06:54:00.9902630 +00:00;S;M
[5;0;2026-03-17 06:54:00.9902630 +00:00;S;M
BLQ;45;2026-03-17 06:54:00.9902630 +00:00;S;M
BCR;3;2026-03-17 06:54:00.9902630 +00:00;S;M
6C;100;2026-03-17 06:54:00.9902630 +00:00;S;M
AML;49;2026-03-17 06:54:00.9902630 +00:00;S;M
BDC;0;2026-03-17 06:54:00.9902630 +00:00;S;M
BDJ;61;2026-03-17 06:54:00.9902630 +00:00;S;M
DBJ;0;2026-03-17 06:54:00.9902630 +00:00;S;M
J3;17;2026-03-17 06:54:00.9902630 +00:00;S;M
SC;34;2026-03-17 06:54:00.9902630 +00:00;S;M
V9;0;2026-03-17 06:54:00.9902630 +00:00;S;M
ZK;80;2026-03-17 06:54:00.9902630 +00:00;S;M
6H;12;2026-03-17 06:54:00.9902630 +00:00;S;M
AMQ;0;2026-03-17 06:54:00.9902630 +00:00;S;M
DQ;100;2026-03-17 06:54:00.9902630 +00:00;S;M
BSV;48;2026-03-17 06:54:00.9902630 +00:00;S;M
7Z;43;2026-03-17 06:54:00.9902630 +00:00;S;M
AMM;84;2026-03-17 06:54:00.9902630 +00:00;S;M
CR;100;2026-03-17 06:54:00.9902630 +00:00;S;M
ASP;55;2026-03-17 06:54:00.9902630 +00:00;S;M
J5;100;2026-03-17 06:54:00.9902630 +00:00;S;M
P9;86;2026-03-17 06:54:00.9902630 +00:00;S;M
CQY;100;2026-03-17 06:54:00.9902630 +00:00;S;M
{T;96;2026-03-17 06:54:00.9902630 +00:00;S;M
AUC;20;2026-03-17 06:54:00.9902630 +00:00;S;M
BLS;0;2026-03-17 06:54:00.9902630 +00:00;S;M
CE;0;2026-03-17 06:54:00.9902630 +00:00;S;M
I[;60;2026-03-17 06:54:00.9902630 +00:00;S;M
3};6;2026-03-17 06:54:00.9902630 +00:00;S;M
H6;0;2026-03-17 06:54:00.9902630 +00:00;S;M
Q};25;2026-03-17 06:54:00.9902630 +00:00;S;M
]B;4;2026-03-17 06:54:00.9902630 +00:00;S;M
ALP;5;2026-03-17 06:54:00.9902630 +00:00;S;M
36;16;2026-03-17 06:54:00.9902630 +00:00;S;M
-6;0;2026-03-17 06:54:00.9902630 +00:00;S;M
ARW;0;2026-03-17 06:54:00.9902630 +00:00;S;M
TE;50;2026-03-17 06:54:00.9902630 +00:00;S;M
Y3;36;2026-03-17 06:54:00.9902630 +00:00;S;M
}V;12;2026-03-17 06:54:00.9902630 +00:00;S;M
}4;0;2026-03-17 06:54:00.9902630 +00:00;S;M
0Y;100;2026-03-17 06:54:00.9902630 +00:00;S;M
8};14;2026-03-17 06:54:00.9902630 +00:00;S;M
BVU;0;2026-03-17 06:54:00.9902630 +00:00;S;M
{Y;0;2026-03-17 06:54:00.9902630 +00:00;S;M
-8;50;2026-03-17 06:54:00.9902630 +00:00;S;M
BBS;68;2026-03-17 06:54:00.9902630 +00:00;S;M
